,finalized_title,standard_title,Available Globally?,Release Date,Hours Viewed,Runtime_minutes,Views,release_year,type,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,description,age_certification,runtime,seasons
4295,The Next Step,the next step,No,,600000,683.0,100000,2013,SHOW,"['drama', 'family', 'romance']",['CA'],6.0,1950.0,9.889,7.2,Follow the lives of an elite group of young dancers who train at The Next Step Studio.,TV-G,24,7.0
4297,Tuca & Bertie,tuca  bertie,Yes,5/3/19,600000,260.0,100000,2019,SHOW,"['comedy', 'animation']",['US'],7.3,7023.0,18.246,7.2,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends -- and birds -- who guide each other through life's ups and downs.,TV-MA,24,3.0
4299,Afflicted,afflicted,Yes,8/10/18,500000,296.0,100000,2018,SHOW,"['documentation', 'thriller', 'reality']",['BR'],5.1,1120.0,6.058,5.2,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers -- and relief.,TV-MA,42,1.0
4301,Ares,ares,Yes,1/17/20,500000,234.0,100000,2020,SHOW,"['thriller', 'horror', 'drama']",['NL'],5.7,4389.0,7.928,6.9,"When her friend suffers a bizarre accident, Rosa realizes the secret student society they've just joined is built on demonic secrets from Dutch history.",TV-MA,29,1.0
4302,Babies,babies,Yes,6/19/20,500000,302.0,100000,2020,SHOW,"['documentation', 'reality']",['US'],7.4,92.0,3.115,7.6,"From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year.",TV-PG,39,2.0
4303,Back Street Girls -GOKUDOLS-,back street girls gokudols,Yes,7/3/18,500000,237.0,100000,2018,SHOW,"['comedy', 'animation']",['JP'],6.7,844.0,10.716,6.4,"A group of 3 yakuza failed their boss for the last time. After messing up an important job, the boss gave them 2 choices: honorably commit suicide, or go to Thailand to get a sex reassignment surgery in order to become ""female"" idols. After a gruesome year training to become idols, they successfully debut, with overwhelming popularity, much to their dismay. This is where their tragedy truly begins.",TV-MA,24,1.0
4308,Bobby Kennedy for President,bobby kennedy for president,Yes,4/27/18,500000,248.0,100000,2018,SHOW,"['documentation', 'drama']",['US'],8.1,1803.0,2.09,8.3,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",TV-MA,61,1.0
4309,Cannon Busters,cannon busters,No,8/15/19,500000,293.0,100000,2019,SHOW,"['scifi', 'action', 'animation', 'fantasy']","['US', 'FR', 'JP']",6.6,1200.0,4.263,6.4,"With a maintenance robot and a deadly fugitive tagging along, friendship droid S.A.M searches for its best friend, the heir to a kingdom under siege.",TV-MA,24,1.0
4318,Dirty Lines,dirty lines,Yes,4/8/22,500000,276.0,100000,2022,SHOW,"['drama', 'history']",['NL'],7.4,1840.0,5.758,8.3,"The story of Dirty Lines starts in 1987's Amsterdam, at a time when Dutch society was changing rapidly. Psychology student Marly Salomon takes on a side job working for a brand new firm: Teledutch - a company started by two brothers, Frank and Ramon Stigter, who established Europe’s first erotic telephone lines. Frank and Ramon become rich overnight and Marly finds herself immersed in this wild and rapid transformation. The final years of the Cold War sparked a sense of hope and inspired a new generation to celebrate life to its fullest. Amsterdam became the center of that cultural revolution with a radically new form of music: house and a new love drug: XTC. The erotic phone lines offer the opportunity to experience anonymous sex in a new way, changing the morality of its consumers, but also very much the people creating it.",TV-MA,46,1.0
4320,Dragon Pilot: Hisone and Masotan,dragon pilot,Yes,4/12/18,500000,295.0,100000,2018,SHOW,"['animation', 'scifi', 'drama', 'fantasy']",['JP'],6.9,501.0,7.435,7.9,"Straightforward and innocent Hisone Amakasu is a Self-Defense Force rookie stationed at the Air Self-Defense Force's Gifu Base. She was struggling with the fact that she sometimes hurts people unintentionally by her innocent words and decided to join the Air Self-Defense Force, hoping to maintain a certain distance from people. This decision led her to a fateful encounter which profoundly changed her life. It was the ""OTF"" dragon hidden in the base and it chose Hisone as his pilot. When it soared into the sky with Hisone, her fate as a dragon pilot was decided. It is said that dragons have a key to the future of the world...",TV-14,25,1.0
4321,Edha,edha,Yes,3/16/18,500000,394.0,100000,2018,SHOW,['drama'],['AR'],4.9,647.0,9.754,6.3,"Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",TV-MA,40,1.0
4325,Flinch,flinch,No,5/3/19,500000,242.0,100000,2019,SHOW,['reality'],['GB'],4.3,717.0,3.863,5.6,"Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain.",TV-PG,24,1.0
4326,Ghost in the Shell: SAC_2045 (2020),ghost in the shell,Yes,4/23/20,500000,301.0,100000,2020,SHOW,"['scifi', 'action', 'animation', 'crime', 'drama', 'thriller']",['JP'],6.2,2397.0,11.482,6.5,"After a global financial crisis, the world is engulfed in an AI-driven ""sustainable war."" It's up to Section 9 to counter new forms of cyber threats.",TV-14,25,2.0
4329,Immigration Nation,immigration nation,Yes,8/3/20,500000,379.0,100000,2020,SHOW,['documentation'],['US'],7.4,1112.0,9.729,7.0,"With unprecedented access to ICE operations, as well as moving portraits of immigrants, this docuseries takes a deep look at U.S. immigration today.",TV-MA,63,1.0
4330,Jimmy: The True Story of a True Idiot,jimmy,Yes,7/20/18,500000,411.0,100000,2018,SHOW,"['drama', 'comedy']",['JP'],6.8,78.0,1.342,5.0,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",TV-MA,46,1.0
4331,John of God: The Crimes of a Spiritual Healer,john of god,Yes,8/25/21,500000,205.0,100000,2021,SHOW,"['crime', 'documentation']",['BR'],6.5,826.0,1.812,7.8,"Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press.",TV-MA,50,1.0
4332,Kazoops!,kazoops,Yes,5/5/17,500000,241.0,100000,2016,SHOW,"['animation', 'comedy', 'family', 'fantasy']","['AU', 'GB']",7.4,122.0,2.376,8.0,"Animated preschool series encouraging children, through imaginary adventures, to challenge the workings of the world. Who says the world works the way grown-ups think it should?",Unkown,13,3.0
4334,Kulipari: An Army of Frogs (2016),kulipari,Yes,9/2/16,500000,300.0,100000,2016,SHOW,"['action', 'animation', 'fantasy']",['US'],6.8,259.0,3.954,7.4,"In a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians.",Unkown,23,2.0
4340,Love and Fortune,love and fortune,Yes,,500000,288.0,100000,2018,SHOW,"['drama', 'romance']",['JP'],7.3,555.0,4.984,6.5,"Wako Taira is 31-years-old. She works part-time at a cinema close to her home. Her boyfriend is Fu-kun and they have lived together for 3 years. She has never thought of breaking up with her boyfriend, considering her age. One day, she meets high school student Yumeaki Iko. She can't resist him. Wako Taira has an affair with Yumeaki Iko.",TV-MA,58,1.0
4342,Lunatics,lunatics,Yes,4/19/19,500000,361.0,100000,2019,SHOW,['comedy'],['US'],6.5,3179.0,3.871,6.2,This mockumentary series follows the peculiar lives of six eccentric -- and sometimes obscene -- misfits who march to their own beat.,TV-MA,36,1.0
4344,"Mom, Don't Do That!",mom dont do that,Yes,7/15/22,500000,587.0,100000,2022,SHOW,"['comedy', 'drama', 'romance']",['TW'],6.5,87.0,116.074,9.0,"After her husband's death, a 60-year-old mom decides to find love again to the joy and annoyance of her two daughters. Based on a true story.",TV-MA,53,1.0
4345,Mortel,mortel,Yes,11/21/19,500000,295.0,100000,2019,SHOW,"['horror', 'scifi', 'crime', 'drama', 'fantasy']",['FR'],6.4,1452.0,8.205,7.5,A group of French teenagers are bound together by a supernatural force.,TV-MA,52,2.0
4346,My Husband Won't Fit,my husband wont fit,Yes,3/20/19,500000,343.0,100000,2019,SHOW,"['drama', 'romance']",['JP'],6.7,818.0,8.368,6.3,"Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship.",TV-MA,35,1.0
4347,Mystery Science Theater 3000,mystery science theater 3000,No,11/22/18,500000,487.0,100000,2017,SHOW,"['scifi', 'comedy', 'drama', 'horror', 'thriller']",['US'],8.1,3656.0,3.279,8.0,"The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals.",TV-14,86,2.0
4348,New World,new world,No,11/20/21,500000,549.0,100000,2021,SHOW,['reality'],['KR'],7.4,92.0,1.762,7.0,"In this reality show, six celebs strategize and sabotage to earn virtual currency they can cash in on the final day of their stay on a utopian island.",Unkown,69,1.0
4349,Nobody's Looking,nobodys looking,Yes,11/22/19,500000,209.0,100000,2019,SHOW,"['comedy', 'drama', 'fantasy']",['BR'],7.7,2024.0,3.534,7.6,"A new guardian ""angelus"" uncovers a secret behind the Angelus System's bureaucracy that leads him to break its official rules about protecting humans.",TV-MA,26,1.0
4350,Old Money,old money,No,,500000,370.0,100000,2015,SHOW,"['comedy', 'drama', 'european']",['AT'],7.3,503.0,2.488,6.3,"A family, blessed with richness and power, is desperately seeking for a liver for their father, who wants to hand down his wealth to the one who gets the organ.",TV-MA,47,1.0
4351,Omniscient,omniscient,Yes,1/29/20,500000,275.0,100000,2020,SHOW,"['scifi', 'drama', 'thriller']",['BR'],6.5,2128.0,7.159,6.7,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",Unkown,46,1.0
4352,Paranormal,paranormal,Yes,11/5/20,500000,303.0,100000,2020,SHOW,['scifi'],['EG'],7.4,92.0,9.125,7.3,"Set in the 1960s; Paranormal follows the adventures of Dr. Refaat Ismail, a professor of hematology, as he comes up against various supernatural events with the help of his Scottish old flame, Maggie.",TV-14,51,1.0
4353,Restaurants on the Edge,restaurants on the edge,No,5/8/20,500000,329.0,100000,2019,SHOW,['reality'],[],6.8,978.0,0.6,7.4,Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.,TV-14,47,2.0
4354,Say I Do,say i do,No,7/1/20,500000,440.0,100000,2020,SHOW,['reality'],"['GB', 'US']",7.7,531.0,1.323,7.7,"In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.",TV-14,54,1.0
4356,Southern Survival,southern survival,No,7/3/20,500000,231.0,100000,2020,SHOW,['reality'],['US'],5.2,462.0,1.847,8.3,"The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders.",Unkown,29,1.0
4358,Taco Chronicles,taco chronicles,Yes,11/23/22,500000,227.0,100000,2019,SHOW,['documentation'],['MX'],7.4,92.0,2.929,7.9,"Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.",TV-MA,30,2.0
4375,The House Arrest of Us,the house arrest of us,Yes,,500000,340.0,100000,2020,SHOW,"['comedy', 'romance']",['PH'],5.5,116.0,1.852,7.4,"A long-term couple finally decides to get engaged, and per Filipino pre-wedding tradition, the groom-to-be and his family go to his fiancée's family to settle the union. A series of unfortunate events follow as a pandemic hits, with the government suddenly implementing an Enhanced Community Quarantine. Now the would-be bride and groom, joined by their warring families, must live under one roof during a mandated lockdown.",TV-MA,26,1.0
4376,The Last Word,the last word,Yes,9/17/20,500000,243.0,100000,2020,SHOW,"['drama', 'comedy']",['DE'],7.0,961.0,4.113,6.7,A story about a funeral eulogy speaker who loses faith in her work and tries to sabotage her husband's funeral.,TV-MA,41,1.0
4377,The Promised Neverland,the promised neverland,No,,500000,274.0,100000,2019,SHOW,"['animation', 'thriller', 'scifi', 'action', 'drama', 'horror', 'fantasy']",['JP'],8.3,36018.0,42.367,8.843,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage — a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family... never to be heard from again.

However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.",TV-MA,23,2.0
4378,The School Nurse Files,the school nurse files,Yes,9/25/20,500000,306.0,100000,2020,SHOW,"['scifi', 'fantasy', 'comedy', 'drama']",['KR'],6.4,1195.0,10.551,7.8,"Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.",TV-14,51,1.0
4379,The Surgeon's Cut,the surgeons cut,Yes,12/9/20,500000,218.0,100000,2020,SHOW,['documentation'],[],8.5,1027.0,3.714,7.7,"They're philosophers, storytellers and pioneers in their fields. Four surgeons reflect on their lives and professions in this inspiring docuseries.",TV-14,54,1.0
4381,Thermae Romae Novae,thermae romae novae,Yes,3/28/22,500000,321.0,100000,2022,SHOW,"['comedy', 'animation', 'fantasy', 'history']",['JP'],7.0,749.0,1.915,7.6,"A proud bath architect in ancient Rome starts randomly surfacing in present-day Japan, where he's inspired by the many bathing innovations he finds.",TV-MA,29,1.0
4393,Adventure Beast,adventure beast,Yes,10/22/21,400000,226.0,100000,2021,SHOW,"['comedy', 'animation']",['US'],5.2,569.0,3.268,7.4,"A brave zoologist, his spunky niece and anxious assistant explore the world while saving wild beasts in this adult animated educational-comedy series.",TV-MA,19,1.0
4400,American Vandal,american vandal,Yes,9/15/17,400000,270.0,100000,2017,SHOW,"['crime', 'comedy', 'drama']",['US'],8.1,30399.0,17.642,7.6,A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.,TV-MA,33,2.0
4401,Ash vs Evil Dead,ash vs evil dead,No,,400000,288.0,100000,2015,SHOW,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",['US'],8.4,70087.0,30.426,7.7,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",TV-MA,30,3.0
4402,Bad Boy Billionaires: India,bad boy billionaires,Yes,10/4/20,400000,177.0,100000,2020,SHOW,"['crime', 'documentation']",['XX'],7.9,3057.0,1.974,8.3,"This investigative docuseries explores the greed, fraud and corruption that built up - and ultimately brought down - India's most infamous tycoons.",TV-14,59,1.0
4403,Best.Worst.Weekend.Ever.,bestworstweekendever,Yes,10/19/18,400000,195.0,100000,2018,SHOW,"['comedy', 'family']",['US'],6.3,301.0,3.665,8.0,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",TV-PG,24,1.0
4407,BREAK IT ALL: The History of Rock in Latin America,break it all,Yes,12/16/20,400000,298.0,100000,2020,SHOW,"['documentation', 'music']",['AR'],7.6,1230.0,7.752,7.6,"Soda Stereo, Café Tacvba, Aterciopelados and others figure in this 50-year history of Latin American rock through dictatorships, disasters and dissent.",TV-MA,50,1.0
4412,Children of the Whales,children of the whales,Yes,10/7/17,400000,288.0,100000,2017,SHOW,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],7.0,1551.0,13.257,7.6,"Chakuro is the 14-year-old archivist of the Mud Whale, a nigh-utopian island that floats across the surface of an endless sea of sand. Nine in ten of the inhabitants of the Mud Whale have been blessed and cursed with the ability to use saimia, special powers that doom them to an early death. Chakuro and his friends have stumbled across other islands, but they have never met, seen, or even heard of a human who wasn't from their own. One day, Chakuro visits an island as large as the Mud Whale and meets a girl who will change his destiny.",TV-14,24,1.0
4413,Club de Cuervos Presents: The Ballad of Hugo Sánchez,club de cuervos presents,Yes,6/17/18,400000,198.0,100000,2018,SHOW,"['comedy', 'drama']",['MX'],6.5,824.0,5.086,7.8,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua -- if only his mom will let him.,TV-MA,33,1.0
4416,Dear White People,dear white people,Yes,4/28/17,400000,269.0,100000,2017,SHOW,"['comedy', 'drama']",['US'],6.1,25232.0,16.376,6.4,"At a predominantly white Ivy League college, a diverse group of students navigate various forms of racial and other types of discrimination.",TV-MA,30,4.0
4417,Death by Magic,death by magic,No,11/30/18,400000,279.0,100000,2018,SHOW,['reality'],['US'],6.0,641.0,3.231,6.9,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",TV-14,35,1.0
4421,Einsatzgruppen: The Nazi Death Squads,einsatzgruppen,No,,400000,183.0,100000,2009,SHOW,"['documentation', 'history', 'war', 'european']",['FR'],7.6,622.0,1.649,7.3,"This documentary series examines the Einsatzgruppen, Nazis responsible for the mass murder of Jews, Romani and Soviet prisoners in Eastern Europe.",TV-14,44,1.0
4422,Five Came Back: The Reference Films (1945),five came back,Yes,3/31/17,400000,197.0,100000,1945,SHOW,['documentation'],['US'],7.4,92.0,0.6,7.4,"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""",TV-MA,51,1.0
4424,Generation 56K,generation 56k,Yes,7/1/21,400000,241.0,100000,2021,SHOW,"['drama', 'romance', 'comedy']",['IT'],7.4,2427.0,5.375,7.3,"Told from two points of view, a couple begins dating during the era of the 56K modem and navigates their relationship over the next two decades.",TV-14,30,1.0
4430,Hype House,hype house,No,1/7/22,400000,255.0,100000,2022,SHOW,['reality'],['US'],2.1,2915.0,3.204,5.8,"From humble beginnings to overnight fame, these are the stories of the most popular personalities on social media as they come into their own, fall in love and tackle new chapters in their lives.",TV-14,32,1.0
4431,I Heart Arlo,i heart arlo,Yes,8/27/21,400000,290.0,100000,2021,SHOW,"['animation', 'comedy', 'family']",['US'],6.9,216.0,3.874,8.2,Arlo and his newfound crew set up shop in an abandoned seaside neighborhood and help bring it back to life.,TV-Y7,15,1.0
4435,Juanpis González - The Series,juanpis gonzález  the series,No,1/19/22,400000,260.0,100000,2022,SHOW,"['comedy', 'drama']",['CO'],6.8,348.0,39.001,7.6,"The most spoiled man in the country has to overcome a difficult test imposed by his grandfather to inherit the family fortune, through which he finds what he believes is his vocation: To do politics but to the no always lawful way of it.",TV-MA,25,1.0
4442,Last Hope,last hope,Yes,3/28/18,400000,308.0,100000,2018,SHOW,"['drama', 'animation', 'action', 'scifi']",['JP'],5.8,434.0,8.604,5.4,"After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created.",TV-14,24,1.0
4448,Luna Petunia,luna petunia,Yes,12/9/16,400000,265.0,100000,2016,SHOW,"['animation', 'family', 'fantasy']",['CA'],6.3,57.0,1.722,8.0,Luna Petunia follows the adventures of a girl who lives in our world and plays in a dreamland where she learns how to make the impossible possible.,TV-Y,24,3.0
4449,Medical Police,medical police,Yes,1/10/20,400000,243.0,100000,2020,SHOW,['comedy'],['US'],5.9,4203.0,9.85,6.7,"Two American physicians in São Paulo, Brazil, discover a civilization-threatening virus and are recruited as government agents in a race against time and around the world to find a cure and uncover a dark conspiracy.",TV-MA,24,1.0
4450,Million Pound Menu,million pound menu,No,8/27/19,400000,356.0,100000,2018,SHOW,['reality'],['GB'],6.6,565.0,4.744,6.2,Participants try to convince a jury that their new restaurant ideas could work.,Unkown,60,2.0
4451,Million Yen Women,million yen women,Yes,4/6/17,400000,291.0,100000,2017,SHOW,"['drama', 'crime', 'romance', 'comedy']",['JP'],7.6,1835.0,10.133,6.8,"Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum.",Unkown,30,1.0
4454,Nailed It! Mexico,nailed it mexico,No,1/5/21,400000,203.0,100000,2019,SHOW,['reality'],['MX'],6.2,308.0,4.224,7.1,"The fun, fondant and hilarious cake fails head to Mexico, where very amateur bakers compete to re-create elaborate sweet treats for a cash prize.",TV-PG,33,3.0
4465,revisions,revisions,Yes,1/9/19,400000,277.0,100000,2019,SHOW,"['animation', 'action', 'scifi']",['JP'],5.9,612.0,4.35,7.0,"An isolated city. An unknown enemy. An uncertain past and a prophecy of the future. The children fight the ""future"" to bring back the ""present"". No matter what, they're going home...",TV-MA,23,1.0
4467,Room 2806: The Accusation,room 2806,Yes,12/7/20,400000,199.0,100000,2020,SHOW,"['documentation', 'crime']",['FR'],7.0,2327.0,2.939,7.3,This docuseries follows the 2011 sexual assault case involving French politician Dominique Strauss-Kahn,TV-MA,49,1.0
4469,Secreto bien guardado,secreto bien guardado,No,,400000,214.0,100000,2019,SHOW,"['drama', 'romance']",['AR'],5.0,195.0,2.832,10.0,"In the summer of 1940, Amalia, a young high-class Jew discovers love with Marthin Muller, a Nazi officer.",TV-MA,30,1.0
4470,Seis Manos,seis manos,Yes,10/3/19,400000,217.0,100000,2019,SHOW,"['crime', 'drama', 'fantasy', 'animation', 'action']",['US'],7.1,1607.0,9.498,6.9,"Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",TV-MA,27,1.0
4471,"Sex, Love & Goop",sex love  goop,No,10/21/21,400000,214.0,100000,2021,SHOW,"['reality', 'comedy', 'romance']",['US'],4.7,768.0,5.597,5.9,Courageous couples journey toward more pleasurable sex and deeper intimacy with help from Gwyneth Paltrow and a team of experts in this reality series.,TV-MA,35,1.0
4472,She's Gotta Have It (1986),shes gotta have it,Yes,11/23/17,400000,351.0,100000,1986,MOVIE,"['romance', 'comedy']",['US'],6.7,14472.0,7.416,6.707,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",R,84,1
4474,Shot in the Dark,shot in the dark,No,11/17/17,400000,297.0,100000,2017,SHOW,"['reality', 'documentation', 'thriller']",['US'],8.0,1795.0,1.638,7.9,"Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents -- and anything else they can sell to news outlets.",TV-MA,37,1.0
4475,Smoking,smoking,Yes,,400000,285.0,100000,2018,SHOW,"['crime', 'drama', 'comedy']",['JP'],7.4,457.0,2.955,8.0,"Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled.",TV-MA,24,2.0
4476,Standing Up,standing up,Yes,3/18/22,400000,280.0,100000,2022,SHOW,"['comedy', 'drama']",['FR'],7.4,939.0,1.854,5.6,"From odd jobs to the hunt for viral fame, making a career in stand-up comedy isn't easy, but four friends risk everything to make the world laugh.",TV-MA,47,1.0
4485,The Playbook,the playbook,Yes,9/22/20,400000,170.0,100000,2020,SHOW,"['documentation', 'sport']",['US'],7.4,1395.0,8.281,6.8,Coaches with championship résumés share their personal rules for success in sports and life in this reflective and inspiring documentary series.,TV-MA,34,1.0
4488,The Standups,the standups,No,12/29/21,400000,186.0,100000,2017,SHOW,['comedy'],['US'],6.6,1259.0,2.314,5.8,"Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",TV-MA,30,3.0
4489,The Windsors,the windsors,Yes,,400000,239.0,100000,2016,SHOW,['comedy'],['GB'],7.1,2677.0,4.763,7.3,Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.,TV-MA,27,3.0
4490,Titletown High,titletown high,No,8/27/21,400000,262.0,100000,2021,SHOW,"['reality', 'sport']",['US'],5.5,332.0,2.146,5.6,"In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title.",TV-14,34,1.0
4491,Two Sentence Horror Stories,two sentence horror stories,No,,400000,208.0,100000,2017,SHOW,"['drama', 'horror', 'thriller']",['US'],5.5,1900.0,8.441,5.6,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,TV-14,22,4.0
4492,Ugly Delicious,ugly delicious,Yes,2/23/18,400000,405.0,100000,2018,SHOW,['documentation'],['US'],7.8,3539.0,4.452,7.4,"Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub. All the flavor. None of the BS.",TV-MA,51,2.0
4493,Unknown,unknown,No,,400000,412.0,100000,2011,MOVIE,"['thriller', 'action', 'european']","['GB', 'FR', 'DE']",6.8,260783.0,63.884,6.7,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",PG-13,113,1
4494,Wet Hot American Summer: First Day of Camp (2015),wet hot american summer,Yes,7/31/15,400000,234.0,100000,2015,SHOW,['comedy'],['US'],7.3,23947.0,9.636,6.4,"It's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. And at Camp Firewood, anything can happen.",TV-MA,29,2.0
4496,Who Killed Malcolm X?,who killed malcolm x,Yes,2/7/20,400000,259.0,100000,2019,SHOW,"['crime', 'history', 'documentation']",['US'],7.6,2152.0,2.1,7.5,Activist Abdur-Rahman Muhammad begins his own investigation into the perplexing details surrounding the assassination of civil rights leader Malcolm X.,TV-MA,43,1.0
4497,Zero (2018),zero,Yes,4/21/21,400000,194.0,100000,2018,MOVIE,"['romance', 'drama', 'comedy', 'scifi', 'thriller', 'fantasy', 'european']",['IN'],5.2,27346.0,6.89,5.3,"Short in stature but big on love, a bachelor meets two very different women who broaden his horizons and help him find purpose in life.",Unkown,180,1
4499,Abstract: The Art of Design,abstract,Yes,9/25/19,300000,274.0,100000,2017,SHOW,['documentation'],['US'],8.4,5306.0,12.42,8.0,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,TV-14,45,2.0
4500,Amend: The Fight for America,amend,Yes,2/17/21,300000,350.0,100000,2021,SHOW,"['war', 'documentation', 'history']",['US'],7.8,1281.0,14.953,7.0,"When the United States of America was founded, the ideals of freedom and equality did not apply to all people. These are the stories of the brave Americans who fought to right the nation’s wrongs and enshrine the values we hold most dear into the Constitution — with liberty and justice for all.",TV-MA,58,1.0
4501,AMO,amo,Yes,4/9/18,300000,307.0,100000,2018,SHOW,"['crime', 'drama']",['PH'],6.4,409.0,3.804,6.0,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.",TV-MA,24,1.0
4502,Anxious People,anxious people,Yes,12/29/21,300000,173.0,100000,2021,SHOW,"['crime', 'drama', 'comedy']",['SE'],6.8,3913.0,3.126,6.4,"A failed bank robber locks himself in a home, along with a real estate agent, two IKEA addicts, a pregnant woman, a suicidal millionaire and a rabbit.",TV-MA,29,1.0
4505,Beyond Stranger Things,beyond stranger things,No,10/27/17,300000,148.0,100000,2017,SHOW,['documentation'],['US'],7.4,1883.0,98.48,7.5,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",TV-14,21,1.0
4506,Bottersnikes & Gumbles,bottersnikes  gumbles,No,8/19/16,300000,315.0,100000,2016,SHOW,"['action', 'family', 'animation', 'comedy']","['GB', 'AU', 'US']",5.2,48.0,1.49,7.3,"In a far away forgotten valley heaped with long-abandoned junk, a timeless battle rages between good and evil… and also between squishy and scaly, happy and grumpy, clever and wily… handsome and plain old ugly. This is the land of Bottersnikes and Gumbles.",TV-Y7,13,4.0
4507,Buddy Thunderstruck,buddy thunderstruck,Yes,3/10/17,300000,279.0,100000,2017,SHOW,"['comedy', 'family', 'sport', 'animation', 'action']",['US'],7.7,495.0,3.267,8.4,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",TV-Y7,23,2.0
